# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 11 05:48:18 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_kepflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_name,pl_disc,pl_pelink
104,GJ 3634,b,Radial Velocity,1,2.64561000,0.028700,0.080000,0.02600,0.02200,,,59.000,0,164.646240,-31.143990,19.80,11.930,,0.4500,0.43,,,GJ 3634 b,2010,http://exoplanet.eu/catalog/gj_3634_b/
105,GJ 433,b,Radial Velocity,1,7.37090000,0.058000,0.080000,,0.01800,,,,0,173.862289,-32.539970,9.04,9.806,3600.00,0.4800,,,HIP 56528,GJ 433 b,2011,http://exoplanet.eu/catalog/gj_433_b/
106,GJ 436,b,Radial Velocity,1,2.64388312,0.029100,0.138270,0.07000,,0.372,1.80000,86.440,0,175.546219,26.706570,10.23,10.670,,0.4700,0.46,,HIP 57087,GJ 436 b,2004,http://exoplanet.eu/catalog/gj_436_b/
107,GJ 504,b,Imaging,1,,43.500000,,4.00000,,,,,0,199.193817,9.424156,17.95,5.220,6234.00,1.2200,,HD 115383,HIP 64792,GJ 504 b,2013,http://exoplanet.eu/catalog/gj_504_b/
108,GJ 581,b,Radial Velocity,3,5.36860000,0.040610,0.000000,,0.04970,,,,0,229.861771,-7.722280,6.27,10.560,,0.3100,0.29,,HIP 74995,GJ 581 b,2005,http://exoplanet.eu/catalog/gl_581_b/
109,GJ 581,c,Radial Velocity,3,12.91400000,0.072100,0.000000,,0.01730,,,,0,229.861771,-7.722280,6.27,10.560,,0.3100,0.29,,HIP 74995,GJ 581 c,2005,http://exoplanet.eu/catalog/gl_581_c/
110,GJ 581,e,Radial Velocity,3,3.14900000,0.028150,0.000000,,0.00530,,,,0,229.861771,-7.722280,6.27,10.560,,0.3100,0.29,,HIP 74995,GJ 581 e,2005,http://exoplanet.eu/catalog/gl_581_e/
111,GJ 649,b,Radial Velocity,1,598.30000000,1.135000,0.300000,,0.32800,,,,0,254.536880,25.744160,10.32,9.690,3700.00,0.5400,,,HIP 83043,GJ 649 b,2009,http://exoplanet.eu/catalog/gl_649_b/
112,GJ 667 C,b,Radial Velocity,5,7.20040000,0.050500,0.130000,,0.01800,,,,0,259.745087,-34.996826,6.80,10.220,3350.00,0.3300,,,,GJ 667 C b,2011,http://exoplanet.eu/catalog/gj_667c_b/
113,GJ 667 C,c,Radial Velocity,5,28.14000000,0.125000,0.020000,,0.01200,,,,0,259.745087,-34.996826,6.80,10.220,3350.00,0.3300,,,,GJ 667 C c,2011,http://exoplanet.eu/catalog/gj_667c_c/
114,GJ 667 C,e,Radial Velocity,5,62.24000000,0.213000,0.020000,,0.00800,,,,0,259.745087,-34.996826,6.80,10.220,3350.00,0.3300,,,,GJ 667 C e,2013,http://exoplanet.eu/catalog/gj_667c_e/
115,GJ 667 C,f,Radial Velocity,5,39.02600000,0.156000,0.030000,,0.00800,,,,0,259.745087,-34.996826,6.80,10.220,3350.00,0.3300,,,,GJ 667 C f,2013,http://exoplanet.eu/catalog/gj_667c_f/
116,GJ 667 C,g,Radial Velocity,5,256.20000000,0.549000,0.080000,,0.01400,,,,0,259.745087,-34.996826,6.80,10.220,3350.00,0.3300,,,,GJ 667 C g,2013,http://exoplanet.eu/catalog/gj_667c_g/
117,GJ 674,b,Radial Velocity,1,4.69380000,0.039000,0.200000,,0.03500,,,,0,262.166443,-46.895191,4.54,9.370,3600.00,0.3500,,,HIP 85523,GJ 674 b,2007,http://exoplanet.eu/catalog/gj_674_b/
118,GJ 676 A,b,Radial Velocity,3,1050.30000000,1.800000,0.328000,,4.95000,,,,0,262.546692,-51.636978,16.13,9.580,,0.7100,,,HIP 85647,GJ 676 A b,2010,http://exoplanet.eu/catalog/gj_676a_b/
119,GJ 676 A,d,Radial Velocity,3,3.60000000,0.041300,0.150000,,0.01400,,,,0,262.546692,-51.636978,16.13,9.580,,0.7100,,,HIP 85647,GJ 676 A d,2012,
120,GJ 676 A,e,Radial Velocity,3,35.37000000,0.187000,0.240000,,0.03600,,,,0,262.546692,-51.636978,16.13,9.580,,0.7100,,,HIP 85647,GJ 676 A e,2012,
121,GJ 687,b,Radial Velocity,1,38.14000000,0.163530,0.040000,,0.05800,,,,0,264.107910,68.339142,4.53,9.150,3413.00,0.4130,0.42,,HIP 86162,GJ 687 b,2014,http://exoplanet.eu/catalog/gl_687_b/
122,GJ 832,b,Radial Velocity,2,3657.00000000,3.560000,0.080000,,0.68000,,,,0,323.391571,-49.009006,4.94,8.660,3472.00,0.4500,,HD 204961,HIP 106440,GJ 832 b,2008,http://exoplanet.eu/catalog/gj_832_b/
123,GJ 832,c,Radial Velocity,2,35.68000000,0.163000,0.180000,,0.01700,,,,0,323.391571,-49.009006,4.94,8.660,3472.00,0.4500,,HD 204961,HIP 106440,GJ 832 c,2014,http://exoplanet.eu/catalog/gj_832_c/
124,GJ 849,b,Radial Velocity,1,1845.00000000,2.320000,0.050000,,0.91000,,,,0,332.418121,-4.640729,8.77,10.370,,0.4900,,,HIP 109388,GJ 849 b,2006,http://exoplanet.eu/catalog/gj_849_b/
125,GJ 86,b,Radial Velocity,1,15.76491000,0.113000,0.041600,,3.91000,,,,0,32.608059,-50.823723,10.91,6.120,5151.00,0.7700,,HD 13445,HIP 10138,GJ 86 b,1999,http://exoplanet.eu/catalog/gl_86_b/
126,GJ 876,b,Radial Velocity,4,61.11660000,0.208317,0.032400,2.27560,,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.3340,,,HIP 113020,GJ 876 b,1998,http://exoplanet.eu/catalog/gliese_876_b/
127,GJ 876,c,Radial Velocity,4,30.08810000,0.129590,0.255910,0.71420,,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.3340,,,HIP 113020,GJ 876 c,2000,http://exoplanet.eu/catalog/gliese_876_c/
128,GJ 876,d,Radial Velocity,4,1.93778000,0.020807,0.207000,0.02100,,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.3340,,,HIP 113020,GJ 876 d,2005,http://exoplanet.eu/catalog/gliese_876_d/
129,GJ 876,e,Radial Velocity,4,124.26000000,0.334300,0.055000,0.04600,,,,59.000,0,343.319733,-14.263700,4.70,10.191,,0.3340,,,HIP 113020,GJ 876 e,2010,http://exoplanet.eu/catalog/gliese_876_e/
130,GQ Lup,b,Imaging,1,,100.000000,,20.00000,,3.000,,,0,237.300430,-35.651421,139.00,12.430,,0.7000,,,,GQ Lup b,2004,http://exoplanet.eu/catalog/gq_lup_b/
131,GSC 06214-00210,b,Imaging,1,,320.000000,,16.00000,,,,,0,245.477783,-20.719202,145.00,12.375,4200.00,0.9000,,,,GSC 06214-00210 b,2010,http://exoplanet.eu/catalog/gsc_6214-210_b/
132,GU Psc,b,Imaging,1,,2000.000000,,11.30000,,1.265,,,0,18.146006,17.065475,48.00,13.550,,0.3250,,,,GU Psc b,2014,http://exoplanet.eu/catalog/gu_psc_b/
133,HAT-P-1,b,Transit,1,4.46529340,,0.000000,0.52400,,1.225,0.34500,86.280,0,344.445104,38.674953,139.00,10.340,5975.00,1.1200,1.15,,,HAT-P-1 b,2006,http://exoplanet.eu/catalog/hat-p-1_b/
134,HAT-P-11,b,Transit,1,4.88781620,0.053000,0.198000,0.08100,,0.422,1.33000,88.500,1,297.709351,48.080856,38.00,9.472,4780.00,0.8100,0.75,,HIP 97657,HAT-P-11 b,2008,http://exoplanet.eu/catalog/hat-p-11_b/
135,HAT-P-12,b,Transit,1,3.21305980,0.038400,0.000000,0.21100,,0.959,0.31920,89.000,0,209.389496,43.493534,142.50,12.840,4650.00,0.7330,0.70,,,HAT-P-12 b,2009,http://exoplanet.eu/catalog/hat-p-12_b/
136,HAT-P-13,b,Transit,2,2.91625000,,0.013300,0.85100,,1.272,,83.400,0,129.882538,47.352051,214.00,10.622,5653.00,1.2200,1.56,,,HAT-P-13 b,2009,http://exoplanet.eu/catalog/hat-p-13_b/
137,HAT-P-13,c,Radial Velocity,2,446.27000000,,0.661600,,14.28000,,,,0,129.882538,47.352051,214.00,10.622,5653.00,1.2200,1.56,,,HAT-P-13 c,2009,http://exoplanet.eu/catalog/hat-p-13_c/
138,HAT-P-14,b,Transit,1,4.62766900,0.060600,0.107000,2.23200,,1.150,1.82000,83.500,0,260.116180,38.242165,205.00,9.980,6600.00,1.3860,1.47,,,HAT-P-14 b,2010,http://exoplanet.eu/catalog/hat-p-14_b/
139,HAT-P-15,b,Transit,1,10.86350200,0.096400,0.190000,1.94600,,1.072,1.96000,89.100,0,66.248024,39.460636,190.00,12.160,5568.00,1.0130,1.08,,,HAT-P-15 b,2010,http://exoplanet.eu/catalog/hat-p-15_b/
140,HAT-P-16,b,Transit,1,2.77596000,0.041300,0.036000,4.19300,,1.289,2.42000,86.600,0,9.573181,42.463078,235.00,10.812,6140.00,1.2160,1.16,,,HAT-P-16 b,2010,http://exoplanet.eu/catalog/hat-p-16_b/
141,HAT-P-17,b,Transit,2,10.33852300,0.088200,0.342000,0.53400,,1.010,0.64000,89.200,0,324.536407,30.488716,90.00,10.540,5246.00,0.8570,0.84,,,HAT-P-17 b,2010,http://exoplanet.eu/catalog/hat-p-17_b/
142,HAT-P-17,c,Radial Velocity,2,5584.00000000,5.600000,0.390000,,3.40000,,,,0,324.536407,30.488716,90.00,10.540,5246.00,0.8570,0.84,,,HAT-P-17 c,2010,http://exoplanet.eu/catalog/hat-p-17_c/
143,HAT-P-18,b,Transit,1,5.50802300,0.055900,0.084000,0.19700,,0.995,0.25000,88.800,0,256.346466,33.012512,166.00,12.759,4803.00,0.7700,0.75,,,HAT-P-18 b,2010,http://exoplanet.eu/catalog/hat-p-18_b/
144,HAT-P-19,b,Transit,1,4.00877800,0.046600,0.067000,0.29200,,1.132,0.25000,88.200,0,9.516742,34.711575,215.00,12.901,4990.00,0.8420,0.82,,,HAT-P-19 b,2010,http://exoplanet.eu/catalog/hat-p-19_b/
145,HAT-P-2,b,Transit,1,5.63347290,0.068780,0.517100,9.09000,,1.157,7.29000,86.720,0,245.151489,41.048084,135.32,,6290.00,1.3600,1.64,HD 147506,HIP 80076,HAT-P-2 b,2007,http://exoplanet.eu/catalog/hat-p-2_b/
146,HAT-P-20,b,Transit,1,2.87531700,0.036100,0.015000,7.24600,,0.867,13.78000,86.800,0,111.916466,24.336630,70.00,11.339,4595.00,0.7560,0.69,,,HAT-P-20 b,2010,http://exoplanet.eu/catalog/hat-p-20_b/
147,HAT-P-21,b,Transit,1,4.12448100,0.049400,0.228000,4.06300,,1.024,4.68000,87.200,0,171.274948,41.027954,254.00,11.685,5588.00,0.9470,1.10,,,HAT-P-21 b,2010,http://exoplanet.eu/catalog/hat-p-21_b/
148,HAT-P-22,b,Transit,1,3.21222000,0.041400,0.016000,2.14700,,1.080,2.11000,86.900,0,155.681717,50.128345,82.00,9.732,5302.00,0.9160,1.04,HD 233731,,HAT-P-22 b,2010,http://exoplanet.eu/catalog/hat-p-22_b/
149,HAT-P-23,b,Transit,1,1.21288287,0.023020,0.000000,2.07000,,1.224,1.40600,85.740,0,306.123840,16.762152,393.00,,5885.00,1.1040,1.09,,,HAT-P-23 b,2010,http://exoplanet.eu/catalog/hat-p-23_b/
150,HAT-P-24,b,Transit,1,3.35524000,0.046500,0.067000,0.68500,,1.242,0.44000,88.600,0,108.825058,14.262599,396.00,11.818,6373.00,1.1910,1.32,,,HAT-P-24 b,2010,http://exoplanet.eu/catalog/hat-p-24_b/
151,HAT-P-25,b,Transit,1,3.65283600,0.046600,0.032000,0.56700,,1.190,0.42000,87.600,0,48.435417,25.197405,297.00,13.190,5500.00,1.0100,0.96,,,HAT-P-25 b,2010,http://exoplanet.eu/catalog/hat-p-25_b/
152,HAT-P-26,b,Transit,1,4.23451600,0.047900,0.124000,0.05900,,0.565,0.40000,88.600,0,213.156387,4.059997,134.00,11.744,5079.00,0.8160,0.79,,,HAT-P-26 b,2010,http://exoplanet.eu/catalog/hat-p-26_b/
153,HAT-P-27,b,Transit,1,3.03957700,0.040000,0.000000,0.62000,,1.020,,85.000,0,222.767441,5.947368,204.00,,5300.00,0.9450,0.90,,,HAT-P-27 b,2011,http://exoplanet.eu/catalog/hat-p-27-wasp-40_b/
154,HAT-P-28,b,Transit,1,3.25721500,0.043400,0.051000,0.62600,,1.212,0.44000,88.000,0,13.000766,34.728413,395.00,13.030,5680.00,1.0250,1.10,,,HAT-P-28 b,2011,http://exoplanet.eu/catalog/hat-p-28_b/
155,HAT-P-29,b,Transit,1,5.72318600,0.066700,0.095000,0.77800,,1.107,0.71000,87.100,0,33.131142,51.778759,322.00,11.900,6087.00,1.2070,1.22,,,HAT-P-29 b,2011,http://exoplanet.eu/catalog/hat-p-29_b/
156,HAT-P-3,b,Transit,1,2.89973600,0.038660,0.000000,0.59100,,0.827,1.29000,87.070,0,206.094110,48.028670,138.00,11.577,5185.00,0.9170,0.80,,,HAT-P-3 b,2007,http://exoplanet.eu/catalog/hat-p-3_b/
157,HAT-P-30,b,Transit,1,2.81059500,0.041900,0.035000,0.71100,,1.340,0.37000,83.600,0,123.949898,5.836719,193.00,10.419,6304.00,1.2420,1.22,,,HAT-P-30 b,2011,http://exoplanet.eu/catalog/hat-p-30-wasp-51_b/
158,HAT-P-31,b,Transit,1,5.00542500,0.055000,0.245000,2.17100,,1.070,2.18000,87.100,0,271.537720,26.426662,354.00,11.660,6065.00,1.2180,1.36,,,HAT-P-31 b,2011,http://exoplanet.eu/catalog/hat-p-31_b/
159,HAT-P-32,b,Transit,1,2.15000805,0.034300,0.007200,,,1.789,,88.900,0,31.042849,46.687836,283.00,11.289,6269.00,,1.22,,,HAT-P-32 b,2011,http://exoplanet.eu/catalog/hat-p-32_b/
160,HAT-P-33,b,Transit,1,3.47447400,0.049900,0.000000,0.76200,,1.686,0.20000,87.200,0,113.184212,33.835052,387.00,11.188,6446.00,1.3750,1.64,,,HAT-P-33 b,2011,http://exoplanet.eu/catalog/hat-p-33_b/
161,HAT-P-34,b,Transit,1,5.45265400,0.067700,0.441000,3.32800,,1.197,2.40000,87.100,0,303.195343,18.104868,257.00,,6442.00,1.3920,1.53,HD 351766,,HAT-P-34 b,2011,http://exoplanet.eu/catalog/hat-p-34_b/
162,HAT-P-35,b,Transit,1,3.64670600,0.049800,0.025000,1.05400,,1.332,0.55000,87.300,0,123.250763,4.787023,535.00,12.460,6096.00,1.2360,1.44,,,HAT-P-35 b,2011,http://exoplanet.eu/catalog/hat-p-35_b/
163,HAT-P-36,b,Transit,1,1.32734700,0.023800,0.063000,1.83200,,1.264,1.12000,86.000,0,188.266251,44.915352,317.00,12.262,5560.00,1.0220,1.10,,,HAT-P-36 b,2011,http://exoplanet.eu/catalog/hat-p-36_b/
164,HAT-P-37,b,Transit,1,2.79743600,0.037900,0.058000,1.16900,,1.178,0.89000,86.900,0,284.296051,51.269138,411.00,13.230,5500.00,0.9290,0.88,,,HAT-P-37 b,2011,http://exoplanet.eu/catalog/hat-p-37_b/
165,HAT-P-38,b,Transit,1,4.64038200,0.052300,0.067000,0.26700,,0.825,0.59000,88.300,0,35.383232,32.246151,249.00,12.557,5330.00,0.8860,0.92,,,HAT-P-38 b,2012,http://exoplanet.eu/catalog/hat-p-38_b/
166,HAT-P-39,b,Transit,1,3.54387000,0.050900,0.000000,0.59900,,1.571,0.19000,87.000,0,113.758247,17.830082,642.00,12.422,6430.00,1.4040,1.62,,,HAT-P-39 b,2012,http://exoplanet.eu/catalog/hat-p-39_b/
167,HAT-P-4,b,Transit,1,3.05653600,0.044380,0.000000,0.67100,,1.274,0.40300,89.910,0,229.991355,36.229620,314.00,11.118,5860.00,1.2600,1.60,,,HAT-P-4 b,2007,http://exoplanet.eu/catalog/hat-p-4_b/
168,HAT-P-40,b,Transit,1,4.45724300,0.060800,0.000000,0.61500,,1.730,0.15000,88.300,0,335.512848,45.457378,501.00,11.699,6080.00,1.5120,2.21,,,HAT-P-40 b,2012,http://exoplanet.eu/catalog/hat-p-40_b/
169,HAT-P-41,b,Transit,1,2.69404700,0.042600,0.000000,0.80000,,1.685,0.20000,87.700,0,297.322662,4.672421,344.00,,6390.00,1.4180,1.68,,,HAT-P-41 b,2012,http://exoplanet.eu/catalog/hat-p-41_b/
170,HAT-P-42,b,Transit,1,4.64187800,0.057500,0.000000,1.04400,,1.280,0.61000,85.900,0,135.344391,6.097230,447.00,12.168,5743.00,1.1780,1.53,,,HAT-P-42 b,2012,http://exoplanet.eu/catalog/hat-p-42_b/
171,HAT-P-43,b,Transit,1,3.33268700,0.044300,0.000000,0.66200,,1.281,0.39000,88.700,0,128.925735,10.206653,542.00,13.356,5645.00,1.0480,1.10,,,HAT-P-43 b,2012,http://exoplanet.eu/catalog/hat-p-43_b/
172,HAT-P-44,b,Transit,2,4.30121900,0.050700,0.044000,0.35200,,1.242,0.23000,89.100,0,213.144073,47.014687,363.00,,5295.00,0.9420,0.95,,,HAT-P-44 b,2014,http://exoplanet.eu/catalog/hat-p-44_b/
173,HAT-P-44,c,Radial Velocity,2,872.20000000,1.752000,0.494000,,4.00000,,,,0,213.144073,47.014687,363.00,,5295.00,0.9420,0.95,,,HAT-P-44 c,2014,http://exoplanet.eu/catalog/hat-p-44_c/
174,HAT-P-45,b,Transit,1,3.12899200,0.045200,0.049000,0.89200,,1.426,0.38000,87.800,0,274.373230,-3.381036,305.00,,6330.00,1.2590,1.32,,,HAT-P-45 b,2014,http://exoplanet.eu/catalog/hat-p-45_b/
175,HAT-P-46,b,Transit,1,4.46312900,0.057700,0.123000,0.49300,,1.284,0.28000,85.500,0,270.444214,-2.970947,296.00,,6120.00,1.2840,1.40,,,HAT-P-46 b,2014,http://exoplanet.eu/catalog/hat-p-46_b/
176,HAT-P-49,b,Transit,1,2.69154800,0.043800,0.000000,1.73000,,1.413,0.75000,86.200,0,305.441406,26.692652,322.00,10.326,6820.00,1.5430,1.83,HD 340099,,HAT-P-49 b,2014,http://exoplanet.eu/catalog/hat-p-49_b/
177,HAT-P-5,b,Transit,1,2.78849100,0.040750,0.000000,1.06000,,1.260,0.66000,86.750,0,274.405487,36.621410,342.00,12.000,5960.00,1.1630,1.14,,,HAT-P-5 b,2007,http://exoplanet.eu/catalog/hat-p-5_b/
178,HAT-P-54,b,Transit,1,3.79984700,0.041170,0.074000,0.76000,,0.944,1.11800,87.040,0,99.898003,25.482540,135.80,,4390.00,0.6450,0.62,,,HAT-P-54 b,2015,http://exoplanet.eu/catalog/hat-p-54_b/
179,HAT-P-6,b,Transit,1,3.85298500,0.052350,0.000000,1.05700,,1.330,0.55800,85.510,0,354.774231,42.465973,261.00,10.440,6570.00,1.2900,1.46,,,HAT-P-6 b,2007,http://exoplanet.eu/catalog/hat-p-6_b/
180,HAT-P-7,b,Transit,1,2.20473700,0.037700,0.000000,1.77600,,1.342,,83.111,1,292.247314,47.969513,320.00,,6350.00,1.4700,1.84,,,HAT-P-7 b,2008,http://exoplanet.eu/catalog/hat-p-7_b/
181,HAT-P-8,b,Transit,1,3.07637760,0.048700,0.000000,1.52000,,1.500,0.56800,87.500,0,343.041077,35.447109,230.00,10.300,6200.00,1.2800,1.58,,,HAT-P-8 b,2008,http://exoplanet.eu/catalog/hat-p-8_b/
182,HAT-P-9,b,Transit,1,3.92289000,0.053000,0.000000,0.78000,,1.400,0.35000,86.500,0,110.168526,37.140652,480.00,12.297,6350.00,1.2800,1.32,,,HAT-P-9 b,2008,http://exoplanet.eu/catalog/hat-p-9_b/
183,HATS-1,b,Transit,1,3.44645900,0.044400,0.120000,1.85500,,1.302,1.03000,85.600,0,175.525330,-23.354836,303.00,12.053,5870.00,0.9860,1.04,,,HATS-1 b,2012,http://exoplanet.eu/catalog/hats-1_b/
184,HATS-10,b,Transit,1,3.31284600,0.044910,0.501000,0.52600,,0.969,0.70000,87.790,0,294.306824,-22.204477,496.00,13.113,5880.00,1.1010,1.10,,,HATS-10 b,2015,http://exoplanet.eu/catalog/hats-10_b/
185,HATS-2,b,Transit,1,1.35413300,0.023000,0.000000,1.34500,,1.168,1.05000,87.200,0,176.739090,-22.562992,360.00,13.562,5227.00,0.8820,0.90,,,HATS-2 b,2013,http://exoplanet.eu/catalog/hats-2_b/
186,HATS-3,b,Transit,1,3.54785100,0.048500,0.000000,1.07100,,1.381,0.51000,86.200,0,312.457428,-24.428793,453.00,12.440,6351.00,1.2090,1.40,,,HATS-3 b,2013,http://exoplanet.eu/catalog/hats-3_b/
187,HATS-4,b,Transit,1,2.51672900,0.036200,0.013000,1.32300,,1.020,1.55000,88.500,0,94.112076,-22.546885,420.00,13.459,5403.00,1.0010,0.93,,,HATS-4 b,2014,http://exoplanet.eu/catalog/hats-4_b/
188,HATS-5,b,Transit,1,4.76338700,0.054200,0.019000,0.23700,,0.912,0.39000,89.300,0,67.222870,-21.481916,257.00,12.630,5304.00,0.9360,0.87,,,HATS-5 b,2014,http://exoplanet.eu/catalog/hats-5_b/
189,HATS-6,b,Transit,1,3.32527250,0.036230,0.000000,0.31900,,0.998,0.39900,88.210,0,88.146797,-19.031656,148.40,15.160,3724.00,0.5740,0.57,,,HATS-6 b,2015,http://exoplanet.eu/catalog/hats-6_b/
190,HATS-9,b,Transit,1,1.91530730,0.030480,0.129000,0.83700,,1.065,0.85000,86.500,0,290.810089,-20.166317,622.00,13.276,5366.00,1.0300,1.50,,,HATS-9 b,2015,http://exoplanet.eu/catalog/hats-9_b/
191,HD 100546,b,Imaging,1,,53.000000,,,,6.900,,,0,173.356003,-70.194786,97.00,6.704,10500.00,2.4000,,HD 100546,HIP 56379,HD 100546 b,2014,
192,HD 100655,b,Radial Velocity,1,157.57000000,0.760000,0.085000,,1.70000,,,,0,173.765640,20.441545,140.85,6.438,,,,HD 100655,HIP 56508,HD 100655 b,2011,http://exoplanet.eu/catalog/hd_100655_b/
193,HD 100777,b,Radial Velocity,1,383.70000000,1.030000,0.360000,,1.16000,,,,0,173.964676,-4.755697,52.80,8.418,,,,HD 100777,HIP 56572,HD 100777 b,2007,http://exoplanet.eu/catalog/hd_100777_b/
194,HD 10180,c,Radial Velocity,6,5.75962000,0.064100,0.077000,,0.04100,,,90.000,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,HD 10180 c,2010,http://exoplanet.eu/catalog/hd_10180_c/
195,HD 10180,d,Radial Velocity,6,16.35670000,0.128500,0.143000,,0.03800,,,90.000,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,HD 10180 d,2010,http://exoplanet.eu/catalog/hd_10180_d/
196,HD 10180,e,Radial Velocity,6,49.74700000,0.269900,0.065000,,0.08000,,,90.000,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,HD 10180 e,2010,http://exoplanet.eu/catalog/hd_10180_e/
197,HD 10180,f,Radial Velocity,6,122.72000000,0.492800,0.133000,,0.07400,,,90.000,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,HD 10180 f,2010,http://exoplanet.eu/catalog/hd_10180_f/
198,HD 10180,g,Radial Velocity,6,602.00000000,1.423000,0.000000,,0.06700,,,90.000,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,HD 10180 g,2010,http://exoplanet.eu/catalog/hd_10180_g/
199,HD 10180,h,Radial Velocity,6,2248.00000000,3.420000,0.151000,,0.20500,,,90.000,0,24.473234,-60.511528,39.39,7.321,,,,HD 10180,HIP 7599,HD 10180 h,2010,http://exoplanet.eu/catalog/hd_10180_h/
200,HD 101930,b,Radial Velocity,1,70.46000000,0.302000,0.110000,,0.30000,,,,0,175.875458,-58.006886,30.50,8.210,,,,HD 101930,HIP 57172,HD 101930 b,2005,http://exoplanet.eu/catalog/hd_101930_b/
201,HD 102117,b,Radial Velocity,1,20.81330000,0.153200,0.121000,,0.17200,,,,0,176.210251,-58.703709,42.00,7.448,,,,HD 102117,HIP 57291,HD 102117 b,2005,http://exoplanet.eu/catalog/hd_102117_b/
202,HD 102195,b,Radial Velocity,1,4.11377500,,0.000000,,0.45000,,,,0,176.426224,2.821483,28.98,8.062,,,,HD 102195,HIP 57370,HD 102195 b,2006,http://exoplanet.eu/catalog/hd_102195_b/
203,HD 102272,b,Radial Velocity,1,127.58000000,0.614000,0.050000,,5.90000,,,,0,176.598068,14.123986,164.20,8.711,,,,HD 102272,HIP 57428,HD 102272 b,2008,http://exoplanet.eu/catalog/hd_102272_b/
204,HD 102329,b,Radial Velocity,1,778.10000000,2.030000,0.211000,,5.90000,,,,0,176.694351,3.474293,138.50,7.886,,,,HD 102329,HIP 57467,HD 102329 b,2011,http://exoplanet.eu/catalog/hd_102329_b/
205,HD 102365,b,Radial Velocity,1,122.10000000,0.460000,0.340000,,0.05000,,,,0,176.629471,-40.500355,9.24,4.910,,,,HD 102365,HIP 57443,HD 102365 b,2010,http://exoplanet.eu/catalog/hd_102365_b/
206,HD 102956,b,Radial Velocity,1,6.49500000,0.081000,0.048000,,0.96000,,,,0,177.843796,57.640736,121.07,7.851,,,,HD 102956,HIP 57820,HD 102956 b,2010,http://exoplanet.eu/catalog/hd_102956_b/
207,HD 103197,b,Radial Velocity,1,47.84000000,0.249000,0.000000,,0.09800,,,,0,178.220749,-50.292824,49.33,9.391,,,,HD 103197,HIP 57931,HD 103197 b,2009,http://exoplanet.eu/catalog/hd_103197_b/
208,HD 103720,b,Radial Velocity,1,4.55570000,0.049800,0.086000,,0.62000,,,,0,179.171600,-2.778953,41.60,9.490,5017.00,0.7940,0.73,HD 103720,HIP 58237,HD 103720 b,2014,
209,HD 103774,b,Radial Velocity,1,5.88810000,0.070000,0.090000,,0.36700,,,,0,179.231628,-12.107909,53.08,7.121,6489.00,1.3350,,HD 103774,HIP 58263,HD 103774 b,2013,http://exoplanet.eu/catalog/hd_103774_b/
210,HD 104067,b,Radial Velocity,1,55.80600000,0.264300,0.000000,,0.18600,,,,0,179.791702,-20.353781,20.82,7.920,,,,HD 104067,HIP 58451,HD 104067 b,2009,http://exoplanet.eu/catalog/hd_104067_b/
211,HD 10442,b,Radial Velocity,1,1043.00000000,2.335000,0.110000,,2.10000,,,,0,25.471457,2.704376,,7.840,5034.00,1.5600,,HD 10442,,HD 10442 b,2014,
